,Unit,File name,Offset (s),Offset (hh:mm:ss),UTC start (hh:mm:ss),UTC time slot,Week (first day),Cluster ID (0-9)
2896,unit08,20150919233802, 8518, 2:21:58,06:00:00,06h - 08h,Sep 14,5
2897,unit08,20150919233802,15718, 4:21:58,08:00:00,08h - 10h,Sep 14,1
2898,unit08,20150919233802,22918, 6:21:58,10:00:00,10h - 12h,Sep 14,1
2900,unit08,20151025223902, 4858, 1:20:58,04:00:00,22h - 06h,Oct 21,7
2901,unit08,20151025223902,12058, 3:20:58,06:00:00,06h - 08h,Oct 21,7
2902,unit08,20151025223902,19258, 5:20:58,08:00:00,08h - 10h,Oct 21,7
2903,unit08,20151025223902,26458, 7:20:58,10:00:00,10h - 12h,Oct 21,7
2906,unit08,20150906000303, 7017, 1:56:57,06:00:00,06h - 08h,Sep 1,2
2907,unit08,20150906000303,14217, 3:56:57,08:00:00,08h - 10h,Sep 1,6
2908,unit08,20150906000303,21417, 5:56:57,10:00:00,10h - 12h,Sep 1,6
2911,unit08,20151015225402, 3958, 1:05:58,04:00:00,22h - 06h,Oct 14,8
2912,unit08,20151015225402,11158, 3:05:58,06:00:00,06h - 08h,Oct 14,8
2913,unit08,20151015225402,18358, 5:05:58,08:00:00,08h - 10h,Oct 14,8
2914,unit08,20151015225402,25558, 7:05:58,10:00:00,10h - 12h,Oct 14,7
2916,unit08,20151103222702, 5578, 1:32:58,05:00:00,22h - 06h,Nov 1,4
2917,unit08,20151103222702,12778, 3:32:58,07:00:00,06h - 08h,Nov 1,7
2918,unit08,20151103222702,19978, 5:32:58,09:00:00,08h - 10h,Nov 1,7
2919,unit08,20151103222702,27178, 7:32:58,11:00:00,10h - 12h,Nov 1,7
2922,unit08,20150930231905, 2454, 0:40:54,04:00:00,22h - 06h,Sep 21,1
2923,unit08,20150930231905, 9654, 2:40:54,06:00:00,06h - 08h,Oct 1,1
2924,unit08,20150930231905,16854, 4:40:54,08:00:00,08h - 10h,Oct 1,1
2925,unit08,20150930231905,24054, 6:40:54,10:00:00,10h - 12h,Oct 1,7
2927,unit08,20150814004203, 4677, 1:17:57,06:00:00,06h - 08h,Aug 7,9
2928,unit08,20150814004203,11877, 3:17:57,08:00:00,08h - 10h,Aug 7,9
2929,unit08,20150814004203,19077, 5:17:57,10:00:00,10h - 12h,Aug 7,9
2931,unit08,20150826002303, 5817, 1:36:57,06:00:00,06h - 08h,Aug 21,9
2932,unit08,20150826002303,13017, 3:36:57,08:00:00,08h - 10h,Aug 21,9
2933,unit08,20150826002303,20217, 5:36:57,10:00:00,10h - 12h,Aug 21,9
2935,unit08,20151104222602, 5638, 1:33:58,05:00:00,22h - 06h,Nov 1,7
2936,unit08,20151104222602,12838, 3:33:58,07:00:00,06h - 08h,Nov 1,7
2937,unit08,20151104222602,20038, 5:33:58,09:00:00,08h - 10h,Nov 1,7
2938,unit08,20151104222602,27238, 7:33:58,11:00:00,10h - 12h,Nov 1,7
2941,unit08,20150827002103, 5937, 1:38:57,06:00:00,06h - 08h,Aug 21,3
2942,unit08,20150827002103,13137, 3:38:57,08:00:00,08h - 10h,Aug 21,3
2943,unit08,20150827002103,20337, 5:38:57,10:00:00,10h - 12h,Aug 21,9
2945,unit08,20150826024815, 4305, 1:11:45,08:00:00,08h - 10h,Aug 21,9
2946,unit08,20150826024815,11505, 3:11:45,10:00:00,10h - 12h,Aug 21,1
2948,unit08,20151001231703, 2576, 0:42:56,04:00:00,22h - 06h,Oct 1,1
2949,unit08,20151001231703, 9776, 2:42:56,06:00:00,06h - 08h,Oct 1,7
2950,unit08,20151001231703,16976, 4:42:56,08:00:00,08h - 10h,Oct 1,7
2951,unit08,20151001231703,24176, 6:42:56,10:00:00,10h - 12h,Oct 1,7
2953,unit08,20150929232003, 2397, 0:39:57,04:00:00,22h - 06h,Sep 21,0
2954,unit08,20150929232003, 9597, 2:39:57,06:00:00,06h - 08h,Sep 21,8
2955,unit08,20150929232003,16797, 4:39:57,08:00:00,08h - 10h,Sep 21,0
2956,unit08,20150929232003,23997, 6:39:57,10:00:00,10h - 12h,Sep 21,0
2958,unit08,20151101223002, 5398, 1:29:58,05:00:00,22h - 06h,Nov 1,7
2959,unit08,20151101223002,12598, 3:29:58,07:00:00,06h - 08h,Nov 1,7
2960,unit08,20151101223002,19798, 5:29:58,09:00:00,08h - 10h,Nov 1,7
2961,unit08,20151101223002,26998, 7:29:58,11:00:00,10h - 12h,Nov 1,7
2964,unit08,20150825002402, 5758, 1:35:58,06:00:00,06h - 08h,Aug 21,9
2965,unit08,20150825002402,12958, 3:35:58,08:00:00,08h - 10h,Aug 21,9
2966,unit08,20150825002402,20158, 5:35:58,10:00:00,10h - 12h,Aug 21,9
2968,unit08,20151010230202, 3478, 0:57:58,04:00:00,22h - 06h,Oct 7,7
2969,unit08,20151010230202,10678, 2:57:58,06:00:00,06h - 08h,Oct 7,7
2970,unit08,20151010230202,17878, 4:57:58,08:00:00,08h - 10h,Oct 7,7
2971,unit08,20151010230202,25078, 6:57:58,10:00:00,10h - 12h,Oct 7,7
2973,unit08,20151021224502, 4498, 1:14:58,04:00:00,22h - 06h,Oct 21,7
2974,unit08,20151021224502,11698, 3:14:58,06:00:00,06h - 08h,Oct 21,7
2975,unit08,20151021224502,18898, 5:14:58,08:00:00,08h - 10h,Oct 21,5
2976,unit08,20151021224502,26098, 7:14:58,10:00:00,10h - 12h,Oct 21,7
2979,unit08,20151109222102, 5938, 1:38:58,05:00:00,22h - 06h,Nov 7,7
2980,unit08,20151109222102,13138, 3:38:58,07:00:00,06h - 08h,Nov 7,7
2981,unit08,20151109222102,20338, 5:38:58,09:00:00,08h - 10h,Nov 7,7
2982,unit08,20151109222102,27538, 7:38:58,11:00:00,10h - 12h,Nov 7,7
2985,unit08,20151031223102, 5338, 1:28:58,04:00:00,22h - 06h,Nov 1,0
2986,unit08,20151031223102,12538, 3:28:58,06:00:00,06h - 08h,Nov 1,7
2987,unit08,20151031223102,19738, 5:28:58,08:00:00,08h - 10h,Nov 1,7
2988,unit08,20151031223102,26938, 7:28:58,10:00:00,10h - 12h,Nov 1,7
2991,unit08,20151106222402, 5758, 1:35:58,05:00:00,22h - 06h,Nov 1,4
2992,unit08,20151106222402,12958, 3:35:58,07:00:00,06h - 08h,Nov 1,7
2993,unit08,20151106222402,20158, 5:35:58,09:00:00,08h - 10h,Nov 1,7
2994,unit08,20151106222402,27358, 7:35:58,11:00:00,10h - 12h,Nov 1,7
2997,unit08,20150922233303, 1617, 0:26:57,04:00:00,22h - 06h,Sep 21,1
2998,unit08,20150922233303, 8817, 2:26:57,06:00:00,06h - 08h,Sep 21,1
2999,unit08,20150922233303,16017, 4:26:57,08:00:00,08h - 10h,Sep 21,7
3000,unit08,20150922233303,23217, 6:26:57,10:00:00,10h - 12h,Sep 21,7
3002,unit08,20151110222003, 5997, 1:39:57,05:00:00,22h - 06h,Nov 7,8
3003,unit08,20151110222003,13197, 3:39:57,07:00:00,06h - 08h,Nov 7,5
3004,unit08,20151110222003,20397, 5:39:57,09:00:00,08h - 10h,Nov 7,7
3005,unit08,20151110222003,27597, 7:39:57,11:00:00,10h - 12h,Nov 7,7
3008,unit08,20150923233102, 1738, 0:28:58,04:00:00,22h - 06h,Sep 21,1
3009,unit08,20150923233102, 8938, 2:28:58,06:00:00,06h - 08h,Sep 21,1
3010,unit08,20150923233102,16138, 4:28:58,08:00:00,08h - 10h,Sep 21,1
3011,unit08,20150923233102,23338, 6:28:58,10:00:00,10h - 12h,Sep 21,1
3013,unit08,20150925232802, 1918, 0:31:58,04:00:00,22h - 06h,Sep 21,3
3014,unit08,20150925232802, 9118, 2:31:58,06:00:00,06h - 08h,Sep 21,1
3015,unit08,20150925232802,16318, 4:31:58,08:00:00,08h - 10h,Sep 21,1
3016,unit08,20150925232802,23518, 6:31:58,10:00:00,10h - 12h,Sep 21,1
3018,unit08,20151019224802, 4318, 1:11:58,04:00:00,22h - 06h,Oct 14,0
3019,unit08,20151019224802,11518, 3:11:58,06:00:00,06h - 08h,Oct 14,0
3020,unit08,20151019224802,18718, 5:11:58,08:00:00,08h - 10h,Oct 14,7
3021,unit08,20151019224802,25918, 7:11:58,10:00:00,10h - 12h,Oct 14,7
3024,unit08,20151004234115, 1125, 0:18:45,04:00:00,22h - 06h,Oct 1,7
3025,unit08,20151004234115, 8325, 2:18:45,06:00:00,06h - 08h,Oct 1,7
3026,unit08,20151004234115,15525, 4:18:45,08:00:00,08h - 10h,Oct 1,7
3027,unit08,20151004234115,22725, 6:18:45,10:00:00,10h - 12h,Oct 1,7
3029,unit08,20151003231320, 2800, 0:46:40,04:00:00,22h - 06h,Oct 1,5
3030,unit08,20151003231320,10000, 2:46:40,06:00:00,06h - 08h,Oct 1,5
3031,unit08,20151003231320,17200, 4:46:40,08:00:00,08h - 10h,Oct 1,7
3032,unit08,20151003231320,24400, 6:46:40,10:00:00,10h - 12h,Oct 1,7
3034,unit08,20150819003402, 5158, 1:25:58,06:00:00,06h - 08h,Aug 14,2
3035,unit08,20150819003402,12358, 3:25:58,08:00:00,08h - 10h,Aug 14,9
3036,unit08,20150819003402,19558, 5:25:58,10:00:00,10h - 12h,Aug 14,2
3038,unit08,20150828001902, 6058, 1:40:58,06:00:00,06h - 08h,Aug 21,1
3039,unit08,20150828001902,13258, 3:40:58,08:00:00,08h - 10h,Aug 21,1
3040,unit08,20150828001902,20458, 5:40:58,10:00:00,10h - 12h,Aug 21,1
3042,unit08,20150829001803, 6117, 1:41:57,06:00:00,06h - 08h,Aug 21,9
3043,unit08,20150829001803,13317, 3:41:57,08:00:00,08h - 10h,Aug 21,1
3044,unit08,20150829001803,20517, 5:41:57,10:00:00,10h - 12h,Aug 21,1
3046,unit08,20151107222302, 5818, 1:36:58,05:00:00,22h - 06h,Nov 7,7
3047,unit08,20151107222302,13018, 3:36:58,07:00:00,06h - 08h,Nov 7,7
3048,unit08,20151107222302,20218, 5:36:58,09:00:00,08h - 10h,Nov 7,7
3049,unit08,20151107222302,27418, 7:36:58,11:00:00,10h - 12h,Nov 7,7
3052,unit08,20150920233603, 1436, 0:23:56,04:00:00,22h - 06h,Sep 14,1
3053,unit08,20150920233603, 8636, 2:23:56,06:00:00,06h - 08h,Sep 14,7
3054,unit08,20150920233603,15836, 4:23:56,08:00:00,08h - 10h,Sep 14,7
3055,unit08,20150920233603,23036, 6:23:56,10:00:00,10h - 12h,Sep 14,7
3057,unit08,20151108222202, 5878, 1:37:58,05:00:00,22h - 06h,Nov 7,7
3058,unit08,20151108222202,13078, 3:37:58,07:00:00,06h - 08h,Nov 7,7
3059,unit08,20151108222202,20278, 5:37:58,09:00:00,08h - 10h,Nov 7,7
3060,unit08,20151108222202,27478, 7:37:58,11:00:00,10h - 12h,Nov 7,7
3063,unit08,20151113221702, 6178, 1:42:58,05:00:00,22h - 06h,Nov 7,7
3064,unit08,20151113221702,13378, 3:42:58,07:00:00,06h - 08h,Nov 7,7
3065,unit08,20151113221702,20578, 5:42:58,09:00:00,08h - 10h,Nov 7,7
3066,unit08,20151113221702,27778, 7:42:58,11:00:00,10h - 12h,Nov 7,7
3069,unit08,20151112221802, 6118, 1:41:58,05:00:00,22h - 06h,Nov 7,7
3070,unit08,20151112221802,13318, 3:41:58,07:00:00,06h - 08h,Nov 7,7
3071,unit08,20151112221802,20518, 5:41:58,09:00:00,08h - 10h,Nov 7,7
3072,unit08,20151112221802,27718, 7:41:58,11:00:00,10h - 12h,Nov 7,7
3075,unit08,20150924232902, 1858, 0:30:58,04:00:00,22h - 06h,Sep 21,3
3076,unit08,20150924232902, 9058, 2:30:58,06:00:00,06h - 08h,Sep 21,1
3077,unit08,20150924232902,16258, 4:30:58,08:00:00,08h - 10h,Sep 21,1
3078,unit08,20150924232902,23458, 6:30:58,10:00:00,10h - 12h,Sep 21,1
3080,unit08,20150823002802, 5518, 1:31:58,06:00:00,06h - 08h,Aug 21,9
3081,unit08,20150823002802,12718, 3:31:58,08:00:00,08h - 10h,Aug 21,9
3082,unit08,20150823002802,19918, 5:31:58,10:00:00,10h - 12h,Aug 21,9
3084,unit08,20150918234003, 1196, 0:19:56,04:00:00,22h - 06h,Sep 14,2
3085,unit08,20150918234003, 8396, 2:19:56,06:00:00,06h - 08h,Sep 14,6
3086,unit08,20150918234003,15596, 4:19:56,08:00:00,08h - 10h,Sep 14,6
3087,unit08,20150918234003,22796, 6:19:56,10:00:00,10h - 12h,Sep 14,6
3089,unit08,20151004231202, 2878, 0:47:58,04:00:00,22h - 06h,Oct 1,2
3090,unit08,20151004231202,10078, 2:47:58,06:00:00,06h - 08h,Oct 1,6
3091,unit08,20151004231202,17278, 4:47:58,08:00:00,08h - 10h,Oct 1,6
3092,unit08,20151004231202,24478, 6:47:58,10:00:00,10h - 12h,Oct 1,6
3094,unit08,20151028223503, 5097, 1:24:57,04:00:00,22h - 06h,Oct 21,0
3095,unit08,20151028223503,12297, 3:24:57,06:00:00,06h - 08h,Oct 21,7
3096,unit08,20151028223503,19497, 5:24:57,08:00:00,08h - 10h,Oct 21,7
3097,unit08,20151028223503,26697, 7:24:57,10:00:00,10h - 12h,Oct 21,7
3100,unit08,20150909235603,  237, 0:03:57,04:00:00,22h - 06h,Sep 7,7
3101,unit08,20150909235603, 7437, 2:03:57,06:00:00,06h - 08h,Sep 7,7
3102,unit08,20150909235603,14637, 4:03:57,08:00:00,08h - 10h,Sep 7,7
3103,unit08,20150909235603,21837, 6:03:57,10:00:00,10h - 12h,Sep 7,1
3105,unit08,20151014225502, 3898, 1:04:58,04:00:00,22h - 06h,Oct 14,7
3106,unit08,20151014225502,11098, 3:04:58,06:00:00,06h - 08h,Oct 14,7
3107,unit08,20151014225502,18298, 5:04:58,08:00:00,08h - 10h,Oct 14,7
3108,unit08,20151014225502,25498, 7:04:58,10:00:00,10h - 12h,Oct 14,7
3110,unit08,20151026223802, 4918, 1:21:58,04:00:00,22h - 06h,Oct 21,7
3111,unit08,20151026223802,12118, 3:21:58,06:00:00,06h - 08h,Oct 21,7
3112,unit08,20151026223802,19318, 5:21:58,08:00:00,08h - 10h,Oct 21,7
3113,unit08,20151026223802,26518, 7:21:58,10:00:00,10h - 12h,Oct 21,7
3116,unit08,20151105222502, 5698, 1:34:58,05:00:00,22h - 06h,Nov 1,7
3117,unit08,20151105222502,12898, 3:34:58,07:00:00,06h - 08h,Nov 1,7
3118,unit08,20151105222502,20098, 5:34:58,09:00:00,08h - 10h,Nov 1,7
3119,unit08,20151105222502,27298, 7:34:58,11:00:00,10h - 12h,Nov 1,7
3122,unit08,20150914234702,  778, 0:12:58,04:00:00,22h - 06h,Sep 14,7
3123,unit08,20150914234702, 7978, 2:12:58,06:00:00,06h - 08h,Sep 14,7
3124,unit08,20150914234702,15178, 4:12:58,08:00:00,08h - 10h,Sep 14,7
3125,unit08,20150914234702,22378, 6:12:58,10:00:00,10h - 12h,Sep 14,7
3128,unit08,20151027223602, 5038, 1:23:58,04:00:00,22h - 06h,Oct 21,7
3129,unit08,20151027223602,12238, 3:23:58,06:00:00,06h - 08h,Oct 21,5
3130,unit08,20151027223602,19438, 5:23:58,08:00:00,08h - 10h,Oct 21,0
3131,unit08,20151027223602,26638, 7:23:58,10:00:00,10h - 12h,Oct 21,0
3134,unit08,20150813004403, 4557, 1:15:57,06:00:00,06h - 08h,Aug 7,9
3135,unit08,20150813004403,11757, 3:15:57,08:00:00,08h - 10h,Aug 7,9
3136,unit08,20150813004403,18957, 5:15:57,10:00:00,10h - 12h,Aug 7,9
3138,unit08,20150915032715, 1964, 0:32:44,08:00:00,08h - 10h,Sep 14,1
3139,unit08,20150915032715, 9164, 2:32:44,10:00:00,10h - 12h,Sep 14,1
3141,unit08,20151102222902, 5458, 1:30:58,05:00:00,22h - 06h,Nov 1,7
3142,unit08,20151102222902,12658, 3:30:58,07:00:00,06h - 08h,Nov 1,7
3143,unit08,20151102222902,19858, 5:30:58,09:00:00,08h - 10h,Nov 1,7
3144,unit08,20151102222902,27058, 7:30:58,11:00:00,10h - 12h,Nov 1,7
3147,unit08,20151030223203, 5276, 1:27:56,04:00:00,22h - 06h,Oct 21,7
3148,unit08,20151030223203,12476, 3:27:56,06:00:00,06h - 08h,Oct 21,7
3149,unit08,20151030223203,19676, 5:27:56,08:00:00,08h - 10h,Oct 21,7
3150,unit08,20151030223203,26876, 7:27:56,10:00:00,10h - 12h,Oct 21,7
3153,unit08,20150903000902, 6658, 1:50:58,06:00:00,06h - 08h,Sep 1,2
3154,unit08,20150903000902,13858, 3:50:58,08:00:00,08h - 10h,Sep 1,6
3155,unit08,20150903000902,21058, 5:50:58,10:00:00,10h - 12h,Sep 1,6
3157,unit08,20151007230715, 3164, 0:52:44,04:00:00,22h - 06h,Oct 1,0
3158,unit08,20151007230715,10364, 2:52:44,06:00:00,06h - 08h,Oct 7,7
3159,unit08,20151007230715,17564, 4:52:44,08:00:00,08h - 10h,Oct 7,7
3160,unit08,20151007230715,24764, 6:52:44,10:00:00,10h - 12h,Oct 7,7
3162,unit08,20151017225102, 4138, 1:08:58,04:00:00,22h - 06h,Oct 14,7
3163,unit08,20151017225102,11338, 3:08:58,06:00:00,06h - 08h,Oct 14,7
3164,unit08,20151017225102,18538, 5:08:58,08:00:00,08h - 10h,Oct 14,7
3165,unit08,20151017225102,25738, 7:08:58,10:00:00,10h - 12h,Oct 14,7
3168,unit08,20150910235402,  358, 0:05:58,04:00:00,22h - 06h,Sep 7,9
3169,unit08,20150910235402, 7558, 2:05:58,06:00:00,06h - 08h,Sep 7,9
3170,unit08,20150910235402,14758, 4:05:58,08:00:00,08h - 10h,Sep 7,1
3171,unit08,20150910235402,21958, 6:05:58,10:00:00,10h - 12h,Sep 7,1
3173,unit08,20150907000203, 7077, 1:57:57,06:00:00,06h - 08h,Sep 1,2
3174,unit08,20150907000203,14277, 3:57:57,08:00:00,08h - 10h,Sep 1,2
3175,unit08,20150907000203,21477, 5:57:57,10:00:00,10h - 12h,Sep 1,2
3178,unit08,20151011230002, 3598, 0:59:58,04:00:00,22h - 06h,Oct 7,4
3179,unit08,20151011230002,10798, 2:59:58,06:00:00,06h - 08h,Oct 7,5
3180,unit08,20151011230002,17998, 4:59:58,08:00:00,08h - 10h,Oct 7,7
3181,unit08,20151011230002,25198, 6:59:58,10:00:00,10h - 12h,Oct 7,7
3183,unit08,20150822002902, 5458, 1:30:58,06:00:00,06h - 08h,Aug 21,9
3184,unit08,20150822002902,12658, 3:30:58,08:00:00,08h - 10h,Aug 21,9
3185,unit08,20150822002902,19858, 5:30:58,10:00:00,10h - 12h,Aug 21,9
3187,unit08,20151018224902, 4258, 1:10:58,04:00:00,22h - 06h,Oct 14,7
3188,unit08,20151018224902,11458, 3:10:58,06:00:00,06h - 08h,Oct 14,7
3189,unit08,20151018224902,18658, 5:10:58,08:00:00,08h - 10h,Oct 14,7
3190,unit08,20151018224902,25858, 7:10:58,10:00:00,10h - 12h,Oct 14,7
3193,unit08,20150926232602, 2038, 0:33:58,04:00:00,22h - 06h,Sep 21,7
3194,unit08,20150926232602, 9238, 2:33:58,06:00:00,06h - 08h,Sep 21,7
3195,unit08,20150926232602,16438, 4:33:58,08:00:00,08h - 10h,Sep 21,7
3196,unit08,20150926232602,23638, 6:33:58,10:00:00,10h - 12h,Sep 21,7
3198,unit08,20150816003903, 4857, 1:20:57,06:00:00,06h - 08h,Aug 14,6
3199,unit08,20150816003903,12057, 3:20:57,08:00:00,08h - 10h,Aug 14,6
3200,unit08,20150816003903,19257, 5:20:57,10:00:00,10h - 12h,Aug 14,9
3202,unit08,20150817003703, 4976, 1:22:56,06:00:00,06h - 08h,Aug 14,2
3203,unit08,20150817003703,12176, 3:22:56,08:00:00,08h - 10h,Aug 14,6
3204,unit08,20150817003703,19376, 5:22:56,10:00:00,10h - 12h,Aug 14,9
3206,unit08,20151002231502, 2698, 0:44:58,04:00:00,22h - 06h,Oct 1,7
3207,unit08,20151002231502, 9898, 2:44:58,06:00:00,06h - 08h,Oct 1,7
3208,unit08,20151002231502,17098, 4:44:58,08:00:00,08h - 10h,Oct 1,7
3209,unit08,20151002231502,24298, 6:44:58,10:00:00,10h - 12h,Oct 1,7
3211,unit08,20150811235103,  536, 0:08:56,04:00:00,22h - 06h,Aug 7,6
3212,unit08,20150811235103, 7736, 2:08:56,06:00:00,06h - 08h,Aug 7,6
3213,unit08,20150811235103,14936, 4:08:56,08:00:00,08h - 10h,Aug 7,9
3214,unit08,20150811235103,22136, 6:08:56,10:00:00,10h - 12h,Aug 7,9
3215,unit08,20150818003602, 5038, 1:23:58,06:00:00,06h - 08h,Aug 14,6
3216,unit08,20150818003602,12238, 3:23:58,08:00:00,08h - 10h,Aug 14,6
3217,unit08,20150818003602,19438, 5:23:58,10:00:00,10h - 12h,Aug 14,9
3219,unit08,20151114221602, 6238, 1:43:58,05:00:00,22h - 06h,Nov 14,7
3220,unit08,20151114221602,13438, 3:43:58,07:00:00,06h - 08h,Nov 14,7
3221,unit08,20151114221602,20638, 5:43:58,09:00:00,08h - 10h,Nov 14,7
3222,unit08,20151114221602,27838, 7:43:58,11:00:00,10h - 12h,Nov 14,7
3225,unit08,20151009230303, 3417, 0:56:57,04:00:00,22h - 06h,Oct 7,0
3226,unit08,20151009230303,10617, 2:56:57,06:00:00,06h - 08h,Oct 7,7
3227,unit08,20151009230303,17817, 4:56:57,08:00:00,08h - 10h,Oct 7,7
3228,unit08,20151009230303,25017, 6:56:57,10:00:00,10h - 12h,Oct 7,7
3230,unit08,20150913234902,  658, 0:10:58,04:00:00,22h - 06h,Sep 7,1
3231,unit08,20150913234902, 7858, 2:10:58,06:00:00,06h - 08h,Sep 7,7
3232,unit08,20150913234902,15058, 4:10:58,08:00:00,08h - 10h,Sep 7,5
3233,unit08,20150913234902,22258, 6:10:58,10:00:00,10h - 12h,Sep 7,7
3235,unit08,20151005231007, 2992, 0:49:52,04:00:00,22h - 06h,Oct 1,7
3236,unit08,20151005231007,10192, 2:49:52,06:00:00,06h - 08h,Oct 1,7
3237,unit08,20151005231007,17392, 4:49:52,08:00:00,08h - 10h,Oct 1,7
3238,unit08,20151005231007,24592, 6:49:52,10:00:00,10h - 12h,Oct 1,7
3240,unit08,20151023224203, 4677, 1:17:57,04:00:00,22h - 06h,Oct 21,7
3241,unit08,20151023224203,11877, 3:17:57,06:00:00,06h - 08h,Oct 21,7
3242,unit08,20151023224203,19077, 5:17:57,08:00:00,08h - 10h,Oct 21,7
3243,unit08,20151023224203,26277, 7:17:57,10:00:00,10h - 12h,Oct 21,7
3246,unit08,20150928232202, 2278, 0:37:58,04:00:00,22h - 06h,Sep 21,6
3247,unit08,20150928232202, 9478, 2:37:58,06:00:00,06h - 08h,Sep 21,6
3248,unit08,20150928232202,16678, 4:37:58,08:00:00,08h - 10h,Sep 21,6
3249,unit08,20150928232202,23878, 6:37:58,10:00:00,10h - 12h,Sep 21,6
3251,unit08,20150830001602, 6238, 1:43:58,06:00:00,06h - 08h,Aug 21,9
3252,unit08,20150830001602,13438, 3:43:58,08:00:00,08h - 10h,Aug 21,9
3253,unit08,20150830001602,20638, 5:43:58,10:00:00,10h - 12h,Aug 21,3
3255,unit08,20150928041813, 6107, 1:41:47,10:00:00,10h - 12h,Sep 21,9
3259,unit08,20151111221902, 6058, 1:40:58,05:00:00,22h - 06h,Nov 7,7
3260,unit08,20151111221902,13258, 3:40:58,07:00:00,06h - 08h,Nov 7,7
3261,unit08,20151111221902,20458, 5:40:58,09:00:00,08h - 10h,Nov 7,7
3262,unit08,20151111221902,27658, 7:40:58,11:00:00,10h - 12h,Nov 7,7
3265,unit08,20150821003103, 5337, 1:28:57,06:00:00,06h - 08h,Aug 14,2
3266,unit08,20150821003103,12537, 3:28:57,08:00:00,08h - 10h,Aug 14,9
3267,unit08,20150821003103,19737, 5:28:57,10:00:00,10h - 12h,Aug 14,9
3269,unit08,20151006230802, 3118, 0:51:58,04:00:00,22h - 06h,Oct 1,1
3270,unit08,20151006230802,10318, 2:51:58,06:00:00,06h - 08h,Oct 1,7
3271,unit08,20151006230802,17518, 4:51:58,08:00:00,08h - 10h,Oct 1,7
3272,unit08,20151006230802,24718, 6:51:58,10:00:00,10h - 12h,Oct 1,7
3274,unit08,20150916234403,  956, 0:15:56,04:00:00,22h - 06h,Sep 14,3
3275,unit08,20150916234403, 8156, 2:15:56,06:00:00,06h - 08h,Sep 14,9
3276,unit08,20150916234403,15356, 4:15:56,08:00:00,08h - 10h,Sep 14,1
3277,unit08,20150916234403,22556, 6:15:56,10:00:00,10h - 12h,Sep 14,1
3279,unit08,20151020224602, 4438, 1:13:58,04:00:00,22h - 06h,Oct 14,5
3280,unit08,20151020224602,11638, 3:13:58,06:00:00,06h - 08h,Oct 14,7
3281,unit08,20151020224602,18838, 5:13:58,08:00:00,08h - 10h,Oct 14,7
3282,unit08,20151020224602,26038, 7:13:58,10:00:00,10h - 12h,Oct 14,7
3285,unit08,20150915234521,  879, 0:14:39,04:00:00,22h - 06h,Sep 14,9
3286,unit08,20150915234521, 8079, 2:14:39,06:00:00,06h - 08h,Sep 14,1
3287,unit08,20150915234521,15279, 4:14:39,08:00:00,08h - 10h,Sep 14,1
3288,unit08,20150915234521,22479, 6:14:39,10:00:00,10h - 12h,Sep 14,1
3290,unit08,20150917234208, 1072, 0:17:52,04:00:00,22h - 06h,Sep 14,6
3291,unit08,20150917234208, 8272, 2:17:52,06:00:00,06h - 08h,Sep 14,9
3292,unit08,20150917234208,15472, 4:17:52,08:00:00,08h - 10h,Sep 14,3
3293,unit08,20150917234208,22672, 6:17:52,10:00:00,10h - 12h,Sep 14,1
3295,unit08,20150901001202, 6478, 1:47:58,06:00:00,06h - 08h,Sep 1,6
3296,unit08,20150901001202,13678, 3:47:58,08:00:00,08h - 10h,Sep 1,6
3297,unit08,20150901001202,20878, 5:47:58,10:00:00,10h - 12h,Sep 1,9
3299,unit08,20150912235102,  538, 0:08:58,04:00:00,22h - 06h,Sep 7,7
3300,unit08,20150912235102, 7738, 2:08:58,06:00:00,06h - 08h,Sep 7,1
3301,unit08,20150912235102,14938, 4:08:58,08:00:00,08h - 10h,Sep 7,1
3302,unit08,20150912235102,22138, 6:08:58,10:00:00,10h - 12h,Sep 7,1
3304,unit08,20150911235302,  418, 0:06:58,04:00:00,22h - 06h,Sep 7,9
3305,unit08,20150911235302, 7618, 2:06:58,06:00:00,06h - 08h,Sep 7,1
3306,unit08,20150911235302,14818, 4:06:58,08:00:00,08h - 10h,Sep 7,1
3307,unit08,20150911235302,22018, 6:06:58,10:00:00,10h - 12h,Sep 7,1
3309,unit08,20151008230503, 3297, 0:54:57,04:00:00,22h - 06h,Oct 7,7
3310,unit08,20151008230503,10497, 2:54:57,06:00:00,06h - 08h,Oct 7,7
3311,unit08,20151008230503,17697, 4:54:57,08:00:00,08h - 10h,Oct 7,5
3312,unit08,20151008230503,24897, 6:54:57,10:00:00,10h - 12h,Oct 7,8
3314,unit08,20151013225702, 3778, 1:02:58,04:00:00,22h - 06h,Oct 7,7
3315,unit08,20151013225702,10978, 3:02:58,06:00:00,06h - 08h,Oct 7,7
3316,unit08,20151013225702,18178, 5:02:58,08:00:00,08h - 10h,Oct 7,7
3317,unit08,20151013225702,25378, 7:02:58,10:00:00,10h - 12h,Oct 7,7
3319,unit08,20151016225203, 4077, 1:07:57,04:00:00,22h - 06h,Oct 14,7
3320,unit08,20151016225203,11277, 3:07:57,06:00:00,06h - 08h,Oct 14,7
3321,unit08,20151016225203,18477, 5:07:57,08:00:00,08h - 10h,Oct 14,7
3322,unit08,20151016225203,25677, 7:07:57,10:00:00,10h - 12h,Oct 14,5
3324,unit08,20150908000002, 7198, 1:59:58,06:00:00,06h - 08h,Sep 7,2
